"5","0905071014"
"6","0702021147"
"7","0706131721"
"25","0706131721"
"102","0408212140"
"30","0706131721"
"31","0706131721"
"32","0707161017"
"33","0708201725"
"34","0708201724"
"35","0706131721"
"36","0706131721"
"37","0904061612"
"38","0906101450"
"39","0706131721"
"40","0810281438"
"41","0906101451"
"42","0706131721"
"101","0407151006"
"43","0706131721"
"44","0706131721"
"45","0810231131"
"46","0903171527"
"48","0706131721"
"49","0706131721"
"50","0706131721"
"51","0706131721"
"52","0701261632"
"53","0706131721"
"54","0706131721"
"55","0809241522"
"57","0706131721"
"92","0710251427"
"100","0408212142"
"117","0706131721"
"126","0706131721"
"127","0706131721"
"516","0408212137"
"160","0706131721"
"161","0708131750"
"164","0706131721"
"165","0706141524"
"166","0706141524"
"167","0706131721"
"174","0706141524"
"176","0706131721"
"177","0706131721"
"178","0806231103"
"179","0706131721"
"181","0706131721"
"182","0706131721"
"188","0706131721"
"206","0706131721"
"207","0706131721"
"208","0706131721"
"209","0706131721"
"210","0706131721"
"211","0706131721"
"212","0708230952"
"213","0706131721"
"214","0711291817"
"215","0706131721"
"216","0711291818"
"217","0706131721"
"220","0706131721"
"221","0706131721"
"222","0706131721"
"226","0706131721"
"249","0706131721"
"250","0706131721"
"251","0806241635"
"261","0706131721"
"264","0701241446"
"266","0706131721"
"268","0706131721"
"269","0701241444"
"270","0706131721"
"271","0706131721"
"272","0706131721"
"273","0706131721"
"274","0706131721"
"275","0701241511"
"276","0706131721"
"277","0706131721"
"515","0504051816"
"279","0706131721"
"280","0706131721"
"513","0407151006"
"281","0706131721"
"282","0706131721"
"283","0706131721"
"284","0706131721"
"288","0706131721"
"289","0706131721"
"290","0706131721"
"507","0407151006"
"294","0706131721"
"295","0706131721"
"297","0706131721"
"298","0706131721"
"299","0706131721"
"300","0702021040"
"301","0706131721"
"303","0706131721"
"304","0706131721"
"305","0706131721"
"405","0706131721"
"406","0706131721"
"407","0706131721"
"506","0408212140"
"408","0706141524"
"418","0706131721"
"420","0706131721"
"424","0809101128"
"425","0706131721"
"427","0806171755"
"428","0808260916"
"430","0706131721"
"433","0706131721"
"505","0407151006"
"435","0706131721"
"436","0706131721"
"437","0806170921"
"461","0706131721"
"462","0706131721"
"463","0706131721"
"464","0706131721"
"465","0706131721"
"504","0407151006"
"477","0706131721"
"478","0706131721"
"479","0706131721"
"480","0706131721"
"482","0706131721"
"483","0706131721"
"484","0706131721"
"485","0706131721"
"503","0408212144"
"486","0706131721"
"487","0706131721"
"488","0706131721"
"489","0806241737"
"490","0902260915"
"491","0706131721"
"492","0706131721"
"493","0706131721"
"500","0408212144"
"494","0806201617"
"495","0706131721"
"496","0706131721"
"497","0706131721"
"498","0706131721"
"499","0408091016"
"517","0706131721"
"518","0706131721"
"519","0504051814"
"520","0706131721"
"521","0706131721"
"522","0706131721"
"523","0706131721"
"524","0706131721"
"525","0706131721"
"526","0806201619"
"527","0706131721"
"528","0706131721"
"529","0706131721"
"530","0706131721"
"531","0903091558"
"1621","0408231127"
"532","0806241736"
"534","0706131721"
"535","0706131721"
"536","0806241735"
"537","0706131721"
"538","0706131721"
"539","0706131721"
"540","0706131721"
"541","0904061603"
"542","0706131721"
"543","0706131721"
"544","0706131721"
"545","0706131721"
"546","0706131721"
"1617","0408231139"
"547","0706131721"
"548","0706131721"
"549","0706131721"
"551","0711161215"
"552","0706131721"
"554","0706131721"
"1614","0408231113"
"555","0706131721"
"557","0706131721"
"558","0706131721"
"559","0706131721"
"560","0706131721"
"561","0706131721"
"563","0706131721"
"564","0706131721"
"567","0706131721"
"569","0706131721"
"570","0706131721"
"1608","0408231112"
"578","0706131721"
"579","0706131721"
"580","0706131721"
"583","0706131721"
"584","0706131721"
"585","0706131721"
"1606","0504060927"
"586","0706131721"
"587","0706131721"
"590","0706131721"
"591","0706131721"
"592","0706131721"
"593","0706131721"
"596","0706131721"
"597","0706131721"
"598","0706141524"
"599","0706131721"
"600","0902111222"
"601","0706131721"
"603","0706131721"
"604","0706131721"
"605","0706131721"
"1605","0408231746"
"606","0706131721"
"607","0706131721"
"608","0706131721"
"609","0706131721"
"610","0904061605"
"611","0706131721"
"612","0706131721"
"617","0706131721"
"618","0706131721"
"1603","0408231110"
"619","0706131721"
"620","0706131721"
"621","0806241634"
"624","0706131721"
"641","0706131721"
"642","0706131721"
"643","0706131721"
"645","0706131721"
"646","0706131721"
"647","0706141524"
"1602","0408231752"
"648","0804161656"
"650","0706131721"
"651","0706131721"
"652","0706131721"
"653","0706131721"
"655","0706131721"
"656","0706131721"
"660","0706131721"
"661","0706131721"
"662","0706131721"
"663","0706131721"
"665","0903120925"
"720","0407151006"
"668","0706131721"
"669","0706131721"
"670","0712061508"
"719","0407151006"
"671","0706131721"
"673","0706131721"
"674","0706131721"
"675","0903111217"
"703","0407151006"
"676","0706131721"
"677","0706131721"
"702","0407151006"
"678","0806241636"
"679","0706131721"
"680","0706131721"
"681","0706141524"
"684","0806231648"
"686","0907101145"
"701","0407151006"
"687","0706131721"
"688","0706131721"
"690","0706131721"
"692","0706131721"
"700","0407151006"
"705","0810151630"
"707","0810151624"
"718","0407151006"
"708","0810151625"
"709","0706131721"
"717","0407151006"
"710","0803171716"
"713","0706131721"
"714","0706131721"
"716","0407151006"
"715","0701240954"
"724","0905281730"
"725","0901271556"
"731","0901261417"
"733","0809091525"
"735","0604131045"
"736","0706131721"
"740","0706131721"
"741","0901261413"
"742","0706131721"
"744","0901281609"
"745","0706131721"
"747","0409151635"
"748","0901261412"
"749","0903160941"
"750","0902260915"
"751","0706131721"
"757","0706131721"
"761","0706131721"
"763","0706131721"
"765","0706131721"
"766","0701241559"
"771","0706131721"
"783","0706131721"
"784","0410111814"
"785","0805281459"
"797","0805281459"
"798","0706131721"
"800","0805281408"
"1601","0408231750"
"801","0805281409"
"802","0706131721"
"803","0706131721"
"804","0706131721"
"808","0706131721"
"809","0410080946"
"810","0706131721"
"812","0706131721"
"813","0805281411"
"814","0805281411"
"815","0706131721"
"1600","0408231726"
"816","0805281422"
"817","0706131721"
"818","0706131721"
"819","0706131721"
"821","0706131721"
"822","0505021009"
"823","0706131721"
"825","0706131721"
"826","0706131721"
"827","0706131721"
"829","0706131721"
"1599","0408231727"
"830","0706131721"
"831","0906101419"
"832","0706131721"
"833","0706131721"
"834","0410080959"
"835","0706131721"
"836","0706131721"
"838","0805281428"
"839","0706131721"
"840","0706131721"
"841","0706131721"
"842","0706131721"
"843","0805281436"
"844","0706131721"
"845","0706131721"
"849","0805281451"
"850","0706131721"
"852","0706131721"
"853","0805281449"
"854","0706131721"
"855","0805281450"
"856","0706131721"
